id,timestamp,station,pm25,pm10,no2,so2,o3,co,temperature,humidity,aqi
11,2026-03-28 02:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",134,87,16.9,4.2,4.1,,,,
12,2026-03-28 02:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",134,87,16.9,4.2,4.1,,,,
13,2026-03-28 03:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",138,85,16.6,3.6,3.5,,,,
14,2026-03-28 04:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",137,80,18.9,3.5,2.9,,,,
15,2026-03-28 05:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",155,80,17.8,4.2,3.2,,,,
16,2026-03-28 08:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",200,136,17.2,6.1,4.2,,,,
17,2026-03-28 10:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",187,121,18.7,10.2,21.4,,,,
18,2026-03-28 12:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",156,92,12,10.3,42.3,,,,
19,2026-03-28 12:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",156,92,12,10.3,42.3,,,,
20,2026-03-28 13:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",152,89,11.3,9.5,46.6,,,,
21,2026-03-28 14:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",135,76,11.4,8.4,49.9,,,,
22,2026-03-28 15:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",104,72,11.1,8,50.9,,,,
23,2026-03-28 15:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",104,72,11.1,8,50.9,,,,
24,2026-03-28 16:00:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,74,10.9,8.3,49.9,,,,
25,2026-03-28 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,74,10.9,8.3,49.9,10,30.4333333333333,34.3333333333333,97
26,2026-03-28 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,74,10.9,8.3,49.9,10,30.4333333333333,34.3333333333333,97
27,2026-03-28 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,74,11,8,41.2,9.5,30.325,34.475,97
28,2026-03-28 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,74,11,8,41.2,9.5,29.8,34.2,97
29,2026-03-28 12:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",82,68,10.5,5.7,37.9,9.8,28.65,36.4,82
30,2026-03-28 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",63,63,13.4,5.3,30.3,11.3,27.6,41.6,63
31,2026-03-28 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",96,87,20.6,7.4,13.2,14.1,27.125,43,96
32,2026-03-28 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",96,87,20.6,7.4,13.2,14.1,26.95,43.55,96
33,2026-03-28 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",158,133,26.6,12.3,6.5,17.7,26.625,44.45,158
34,2026-03-28 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",158,133,26.6,12.3,6.5,17.7,25.45,48.45,158
35,2026-03-28 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",172,171,30.1,10.3,2.8,18.7,25.1,51.2,172
36,2026-03-28 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",167,171,29.8,36.9,15.4,20.4,25,52.3,171
37,2026-03-28 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",193,197,27.4,18.5,11.6,21.4,23.975,57.075,197
38,2026-03-28 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",193,197,27.4,18.5,11.6,21.4,23.95,58.05,197
39,2026-03-28 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",198,207,25.4,17.4,7.7,15.9,23.875,58.45,207
40,2026-03-28 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",198,207,25.4,17.4,7.7,15.9,23.4666666666667,60.5333333333333,207
41,2026-03-28 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",219,207,24.5,19.6,5.7,13.6,23.425,60.675,219
42,2026-03-28 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",218,200,24.3,17.3,5.3,13.2,23.4,60.66,218
43,2026-03-28 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",218,200,24.3,17.3,5.3,13.2,23.4,60.66,218
44,2026-03-28 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",189,146,22.1,5.8,2.9,9.7,22.9333333333333,61.5333333333333,189
45,2026-03-28 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",177,132,19.7,4.9,3.2,9.1,22.8,62.7,177
46,2026-03-28 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",175,128,20.2,4.8,2.8,9.1,22.775,62.75,175
47,2026-03-29 01:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",173,111,18.9,4.7,4.2,9.1,25.1,54.8333333333333,173
48,2026-03-29 04:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",172,119,13.7,8.6,17,8.2,28.5,43.575,172
49,2026-03-29 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",162,101,12,9.8,24.1,7.6,30.1,39.45,162
50,2026-03-29 06:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",153,99,11.6,9.6,30.1,7.3,30.7,38.2333333333333,153
51,2026-03-29 07:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",130,91,11,9.3,34.9,7.3,31.4,37.2,130
52,2026-03-29 08:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",120,87,10.6,8.8,36.3,6.8,31.8,36.9,120
56,2026-03-29 08:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",120,87,10.6,8.8,36.3,6.8,31.8,36.9,120
57,2026-03-29 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",98,90,9.7,8.4,37,6.4,31.3,37.7,98
58,2026-03-29 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",98,90,9.7,8.4,37,6.4,31.6333333333333,37.2666666666667,98
59,2026-03-29 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",96,107,10,8.4,36.1,6.4,31.8,36.85,107
60,2026-03-29 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",95,108,10.2,8.1,36.2,6.6,31.575,37.475,108
61,2026-03-29 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",95,108,10.2,8.1,36.2,6.6,30.6,39.5,108
62,2026-03-29 12:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",89,93,12.1,8.1,39.9,8,28.9,44.4,93
63,2026-03-29 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",144,135,13.5,7.7,38.4,9.4,28.4,46,144
64,2026-03-29 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",161,143,17.6,8.4,27.8,10.9,27.3,52.3,161
65,2026-03-29 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",161,143,17.6,8.4,27.8,10.9,27.0666666666667,52.9666666666667,161
66,2026-03-29 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",177,154,18.6,8.4,15.6,11.6,26.8,51.4,177
67,2026-03-29 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",178,144,18.6,8.8,12.9,10.7,26.5333333333333,50.5666666666667,178
68,2026-03-29 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",164,117,17.9,11.7,14.1,8.6,26.5,50.8,164
69,2026-03-29 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",154,94,19.1,41,11.6,10,25.3,56.1,154
70,2026-03-29 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",157,98,19.6,15.3,6,12.2,24.975,57.25,157
71,2026-03-29 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",157,98,19.6,15.3,6,12.2,24.6,58.4,157
72,2026-03-29 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",163,109,17.7,8.1,4.4,12,24.45,59.45,163
73,2026-03-29 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",163,109,17.7,8.1,4.4,12,23.8333333333333,62.9666666666667,163
74,2026-03-29 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",162,101,16.9,5.5,3.9,11.8,23.9,62.5,162
75,2026-03-29 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",162,99,21.8,4.7,2.8,12.5,23.6,66,162
76,2026-03-29 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",169,113,18.7,4.6,7,13.8,23.6,65.5,169
77,2026-03-30 03:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",218,192,17.6,15,3.4,14.3,28.45,45.375,218
78,2026-03-30 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",153,131,14.9,9.6,17.4,11.3,30.725,35.55,153
79,2026-03-30 06:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",146,149,12.3,9.6,28.1,10.9,32,32.25,149
80,2026-03-30 08:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",85,131,10.7,6.4,33.5,10,30.8,34.8,131
81,2026-03-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",84,153,11.2,6.1,26.3,10,29.1,37.9,153
82,2026-03-30 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",89,177,12.9,6.1,24.1,10,28.5,38.05,177
83,2026-03-30 12:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,148,15,6.3,8.6,10.9,25.375,53.525,148
84,2026-03-30 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",95,104,18.6,7.5,5.9,12.9,25.5,52.3,104
85,2026-03-30 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",149,102,23,6.5,3.4,18.1,25.15,56.825,149
86,2026-03-30 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",181,137,19.3,5.3,3.5,21.3,24.45,64.25,181
87,2026-03-30 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",179,139,19.3,4.1,3.1,19.9,24.7333333333333,58.9666666666667,179
88,2026-03-30 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",155,121,18.6,3.9,2.6,17.7,24.775,57.5,155
89,2026-03-30 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",156,125,18.7,3.9,2.6,16.3,24.85,56.25,156
90,2026-03-30 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",156,125,18.7,3.9,2.6,16.3,24.85,56.25,156
91,2026-03-30 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",156,125,18.7,3.9,2.6,16.3,24.85,56.25,156
92,2026-03-30 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",165,111,17.8,7.9,2.9,10,23.8,61.1,165
93,2026-03-30 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",197,139,16.5,6.7,2.9,8.9,23.425,62.975,197
94,2026-03-30 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",197,139,16.5,6.7,2.9,8.9,23.7,60.4,197
95,2026-03-30 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",192,129,15.1,6,2.8,7.5,23.3,61.8,192
96,2026-03-31 02:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",187,126,16.2,5.6,2.7,8.9,27.6333333333333,45.3666666666667,187
97,2026-03-31 04:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",149,109,12.4,13.7,6.9,7.1,28.8333333333333,40.5333333333333,149
98,2026-03-31 06:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",113,105,12.4,10.2,22.5,6.4,30.3,36.525,113
99,2026-03-31 07:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",94,93,10.7,8.3,29.9,5.7,30.3,33.85,94
100,2026-03-31 08:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",91,98,9.5,7,30.6,5.7,30.55,34.75,98
101,2026-03-31 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",91,96,9.7,7.3,34.2,5.7,28,41.2333333333333,96
102,2026-03-31 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",95,100,12.7,6.8,22,7.1,26.4,46.3,100
103,2026-03-31 12:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",70,87,14.3,3.2,8.2,6.8,23.05,66.6,87
104,2026-03-31 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",43,37,16.7,3,4.9,8.6,22.95,70.1,43
105,2026-03-31 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",108,61,14.8,3.1,3.2,7.9,22.5,72.1,108
106,2026-03-31 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",82,50,15.5,2.8,2.8,10.6,22.3666666666667,76.6,82
107,2026-03-31 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",97,48,19.5,3.2,2.5,11.8,23.2666666666667,68.6,97
108,2026-03-31 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",157,69,18.9,3.5,2,10.7,23.425,63.575,157
109,2026-03-31 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",183,96,12.7,4,2.4,9.5,23.35,60.875,183
110,2026-03-31 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",183,96,12.7,4,2.4,9.5,21.95,69,183
111,2026-03-31 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",164,78,14,3.8,2.9,9.7,22.5,65.3,164
112,2026-03-31 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",163,73,12.6,4,3.6,9.1,22,68.9,163
113,2026-03-31 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",163,73,12.6,4,3.6,9.1,22.0333333333333,68.8333333333333,163
114,2026-03-31 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",155,71,11.4,4.7,3.8,9.8,21.6,71.65,155
115,2026-03-31 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",154,78,10.8,4.9,3.4,10.7,21.325,74.05,154
116,2026-04-01 01:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",149,73,14.2,3.4,2.6,11.1,24.1,65.3,149
117,2026-04-01 04:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",167,107,18.9,10.2,3.4,12.5,28.95,43.3,167
118,2026-04-01 06:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",166,110,15.3,14.3,12,9.8,29.6,38.4,166
119,2026-04-01 07:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",154,85,11.8,9.9,28.7,9.7,30.3,37.5,154
120,2026-04-01 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",99,73,10.9,7.6,37,8.9,30.5,36.9,99
121,2026-04-01 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",72,56,9.2,7.2,40.4,9.1,30.725,36.675,72
122,2026-04-01 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",72,57,9.5,7.3,41.8,9.1,30.74,36.56,72
123,2026-04-01 12:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",86,78,12.5,6.9,43.2,10.3,29.1666666666667,38.7666666666667,86
124,2026-04-01 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,101,21.2,8.7,27.3,13.6,27.2,43.9,114
125,2026-04-01 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",187,172,30.4,7.4,7.5,16.9,26,50.5,187
126,2026-04-01 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",177,154,28.3,8.5,5.4,17.2,26.05,50.275,177
127,2026-04-01 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",187,167,28.1,16.1,5.5,17.2,25.8,51.3666666666667,187
128,2026-04-01 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",211,178,25.6,14.2,5.3,15.2,25.3,53,211
129,2026-04-01 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",214,167,22.1,10.4,4.9,12.7,24.8,53.6,214
130,2026-04-01 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",200,150,19.7,11,6.9,11.8,24.9,53.2,200
131,2026-04-01 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",197,142,18.9,9.8,6.6,10.9,24.4,55.1,197
132,2026-04-01 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",191,131,18.5,10.3,5.9,10.3,24.1,56.1,191
133,2026-04-01 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",191,130,18.4,9.6,5.8,10.2,23.7666666666667,57.3333333333333,191
134,2026-04-01 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",190,127,18.5,7.7,5.2,10.3,22.9,61.7,190
135,2026-04-02 02:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",219,160,20.2,7,3.2,12.2,28.7,43.7,219
136,2026-04-02 04:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",211,192,23.7,52.8,39.9,11.2,32,31.6,211
137,2026-04-02 06:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",152,114,15.8,33.5,48.3,8.5,31.8666666666667,33.5,152
138,2026-04-02 07:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",89,79,13.3,10.7,61.3,10.9,32.2333333333333,33.5333333333333,89
139,2026-04-02 08:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",94,76,15.3,11.3,58.6,11.6,32.6,33.4,94
140,2026-04-02 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",90,74,13.6,12.4,68.6,11.8,32.7,33.4,90
141,2026-04-02 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",90,74,13.6,12.4,68.6,11.8,32.4,34.6,90
142,2026-04-02 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",107,87,17.3,13.6,79.5,11.8,32.4,34.6,107
143,2026-04-02 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,93,29.4,10.5,34.2,16.8,29.3,40.8,114
144,2026-04-02 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",159,144,39.3,12.4,22.6,23.8,28.3,42.6,159
145,2026-04-02 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",175,187,46.2,11.3,11.7,26.2,27.9,43.2,187
146,2026-04-02 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",186,196,39.1,26.2,8.7,26.8,26.4,49.15,196
147,2026-04-02 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",199,261,42.4,12.3,3.4,27.2,25.3,53.9,261
148,2026-04-02 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",184,226,42.9,14,4.4,23.3,24.55,57.75,226
149,2026-04-02 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",182,179,36.8,11.3,4,20.5,24.6,58.9,182
150,2026-04-02 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",182,179,36.8,11.3,4,20.5,24.3666666666667,59.8,182
151,2026-04-02 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",180,162,33.6,8.5,2.7,16.6,24.2666666666667,59.4666666666667,180
152,2026-04-02 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",180,162,33.6,8.5,2.7,16.6,24.2666666666667,59.4666666666667,180
153,2026-04-02 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",194,166,34.4,7,2.6,14.8,24.1,61.3,194
154,2026-04-02 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",194,166,34.4,7,2.6,14.8,24.25,60.2,194
155,2026-04-02 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",200,159,32.1,7.1,2.9,13.9,24.35,59.725,200
156,2026-04-03 01:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",244,195,17,5.5,4,5.5,24.425,59.275,244
157,2026-04-03 01:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",244,195,17,5.5,4,5.5,24,61.75,244
158,2026-04-03 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",171,784,19.1,6.4,11.8,6.4,26.9,50.8,784
159,2026-04-03 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",171,784,19.1,6.4,11.8,6.4,26.9,50.8,784
160,2026-04-03 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",171,784,19.1,6.4,11.8,6.4,26.9,50.8,784
161,2026-04-03 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",171,784,19.1,6.4,11.8,6.4,26.9,50.8,784
162,2026-04-03 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",171,784,19.1,6.4,11.8,6.4,30.5,37.6,784
163,2026-04-03 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",85,132,18.5,8.4,32.2,4.6,29.9,38.6666666666667,132
164,2026-04-03 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",101,126,20.9,10.2,30.8,5.5,29.5,39.0333333333333,126
165,2026-04-03 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",101,126,20.9,10.2,30.8,5.5,29.6,39.1,126
166,2026-04-03 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",90,118,22.1,7.4,19.4,6.7,27.4333333333333,45.6,118
167,2026-04-03 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",90,118,22.1,7.4,19.4,6.7,26.25,50.4,118
168,2026-04-03 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",87,104,25.5,6.2,13.9,7.9,25.45,53.5,104
169,2026-04-03 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",104,199,21,5.7,13.6,5.9,23.2,70,199
170,2026-04-03 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",104,199,21,5.7,13.6,5.9,23.3333333333333,68.9,199
171,2026-04-03 16:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",77,110,21,4.9,6.8,6,23.5,69.6,110
172,2026-04-03 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",91,63,24.2,4.6,6.4,6.4,23.9,64.2666666666667,91
173,2026-04-03 17:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",91,63,24.2,4.6,6.4,6.4,24.0333333333333,61.4666666666667,91
174,2026-04-03 18:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",109,74,20.8,5,8.4,5.8,23.5,66.1,109
175,2026-04-03 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",104,73,19,5.2,7.8,11.5,23.3,66.9,104
176,2026-04-03 19:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",104,73,19,5.2,7.8,11.5,23.3666666666667,66.7,104
177,2026-04-03 20:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",115,69,18.4,4.7,7.3,12.2,23.6,64,115
178,2026-04-03 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",133,67,19.3,5.3,7.7,11.8,23.6666666666667,63.4,133
179,2026-04-03 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",133,67,19.3,5.3,7.7,11.8,23.3,66,133
180,2026-04-03 21:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",133,67,19.3,5.3,7.7,11.8,23.3,66,133
181,2026-04-03 22:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",154,71,21.7,5.4,7.8,11.8,22.8333333333333,70.8666666666667,154
182,2026-04-03 23:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",153,69,18.9,5.1,3.8,12,22.75,71.4,153
183,2026-04-04 00:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",138,70,18.6,4.5,2.8,12.4,23.1,70.6,138
184,2026-04-04 03:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",152,87,26.2,5.3,3,16.6,24.9666666666667,61.6,152
185,2026-04-04 04:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",157,99,26.6,6.1,4.3,16.9,28.2,47.1,157
186,2026-04-04 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",164,114,22.5,11.3,10.8,14.5,28.65,41.5,164
187,2026-04-04 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",164,114,22.5,11.3,10.8,14.5,28.8333333333333,41.6333333333333,164
188,2026-04-04 05:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",164,114,22.5,11.3,10.8,14.5,28.8333333333333,41.6333333333333,164
