id,timestamp,station,pm25,pm10,no2,so2,o3,co,temperature,humidity,aqi
738,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
739,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
740,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
741,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
742,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
743,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
744,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
745,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
746,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
747,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
748,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
749,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
750,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
751,2026-04-30 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",114,99,15,11.7,24.1,10.9,33.25,41.15,114
752,2026-05-01 09:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",94,71,13,6.4,22,12.7,32.85,42.5,94
753,2026-05-01 10:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",102,73,14,6.6,24.5,12.7,33.0666666666667,42.1,102
754,2026-05-01 11:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",110,79,14.8,7.3,25.5,12.7,32.55,43.45,110
755,2026-05-01 13:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",112,87,16.2,6.3,23,13.8,30.7,49.5,112
756,2026-05-01 14:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",112,89,25.5,5.8,14.4,16.8,30.45,50.425,112
757,2026-05-01 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",145,116,27.8,12.1,8.2,18.3,29.9,52.55,145
758,2026-05-01 15:30:00,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",145,116,27.8,12.1,8.2,18.3,30,51.5,145
